./Data1/logs/0.log,./Data1/coord/0.xyz,2.402,-40.9179241
./Data1/logs/10.log,./Data1/coord/10.xyz,2.326,-40.9189338
./Data1/logs/11.log,./Data1/coord/11.xyz,2.327,-40.9189337
./Data1/logs/12.log,./Data1/coord/12.xyz,2.326,-40.9189339
./Data1/logs/13.log,./Data1/coord/13.xyz,2.328,-40.9189338
./Data1/logs/14.log,./Data1/coord/14.xyz,2.328,-40.9189337
./Data1/logs/15.log,./Data1/coord/15.xyz,2.597,-40.9179313
./Data1/logs/16.log,./Data1/coord/16.xyz,2.598,-40.9179314
./Data1/logs/17.log,./Data1/coord/17.xyz,2.600,-40.9179314
./Data1/logs/18.log,./Data1/coord/18.xyz,2.603,-40.9179314
./Data1/logs/19.log,./Data1/coord/19.xyz,2.598,-40.9179314
./Data1/logs/1.log,./Data1/coord/1.xyz,2.607,-40.9168758
./Data1/logs/20.log,./Data1/coord/20.xyz,2.599,-40.9179314
./Data1/logs/21.log,./Data1/coord/21.xyz,2.613,-40.9221896
./Data1/logs/22.log,./Data1/coord/22.xyz,2.613,-40.9221896
./Data1/logs/23.log,./Data1/coord/23.xyz,2.614,-40.9221895
./Data1/logs/24.log,./Data1/coord/24.xyz,2.612,-40.9221896
./Data1/logs/25.log,./Data1/coord/25.xyz,2.613,-40.9221896
./Data1/logs/26.log,./Data1/coord/26.xyz,2.613,-40.9221896
./Data1/logs/27.log,./Data1/coord/27.xyz,2.760,-40.9217408
./Data1/logs/28.log,./Data1/coord/28.xyz,2.761,-40.9217408
./Data1/logs/29.log,./Data1/coord/29.xyz,2.765,-40.9217407
./Data1/logs/2.log,./Data1/coord/2.xyz,2.399,-40.9179241
./Data1/logs/30.log,./Data1/coord/30.xyz,2.764,-40.9217407
./Data1/logs/31.log,./Data1/coord/31.xyz,2.766,-40.9217407
./Data1/logs/32.log,./Data1/coord/32.xyz,2.766,-40.9217407
./Data1/logs/33.log,./Data1/coord/33.xyz,2.594,-40.9168758
./Data1/logs/34.log,./Data1/coord/34.xyz,1.690,-40.9234366
./Data1/logs/35.log,./Data1/coord/35.xyz,1.691,-40.9234366
./Data1/logs/36.log,./Data1/coord/36.xyz,1.691,-40.9234365
./Data1/logs/37.log,./Data1/coord/37.xyz,1.692,-40.9234366
./Data1/logs/38.log,./Data1/coord/38.xyz,1.691,-40.9234367
./Data1/logs/39.log,./Data1/coord/39.xyz,1.692,-40.9234366
./Data1/logs/3.log,./Data1/coord/3.xyz,2.307,-40.9189340
./Data1/logs/40.log,./Data1/coord/40.xyz,2.824,-40.9226774
./Data1/logs/41.log,./Data1/coord/41.xyz,2.822,-40.9226775
./Data1/logs/42.log,./Data1/coord/42.xyz,2.822,-40.9226774
./Data1/logs/43.log,./Data1/coord/43.xyz,2.825,-40.9226775
./Data1/logs/44.log,./Data1/coord/44.xyz,2.822,-40.9226774
./Data1/logs/45.log,./Data1/coord/45.xyz,2.823,-40.9226774
./Data1/logs/46.log,./Data1/coord/46.xyz,3.559,-40.9196607
./Data1/logs/47.log,./Data1/coord/47.xyz,3.559,-40.9196607
./Data1/logs/48.log,./Data1/coord/48.xyz,3.555,-40.9196607
./Data1/logs/49.log,./Data1/coord/49.xyz,3.559,-40.9196607
./Data1/logs/4.log,./Data1/coord/4.xyz,2.307,-40.9189341
./Data1/logs/5.log,./Data1/coord/5.xyz,2.305,-40.9189343
./Data1/logs/6.log,./Data1/coord/6.xyz,2.309,-40.9189343
./Data1/logs/7.log,./Data1/coord/7.xyz,2.313,-40.9189343
./Data1/logs/8.log,./Data1/coord/8.xyz,2.306,-40.9189341
./Data1/logs/9.log,./Data1/coord/9.xyz,2.324,-40.9189339
